strategy,scenario,municipalities,capacity_margin,iso_code,id
Hybrid,Scenario 2 (100 Mbps),Someren,84956.65095,NLD,Someren
Small Cells,Scenario 2 (100 Mbps),Someren,84290.35084,NLD,Someren
Spectrum Integration,Scenario 2 (100 Mbps),Someren,-10536.3149,NLD,Someren
Hybrid,Scenario 3 (300 Mbps),Someren,58969.69095,NLD,Someren
Small Cells,Scenario 3 (300 Mbps),Someren,58303.39085,NLD,Someren
Spectrum Integration,Scenario 3 (300 Mbps),Someren,-36523.2749,NLD,Someren
Hybrid,Scenario 1 (30 Mbps),Son en Breugel,23900.2401,NLD,Son en Breugel
Small Cells,Scenario 1 (30 Mbps),Son en Breugel,23390.19748,NLD,Son en Breugel
Spectrum Integration,Scenario 1 (30 Mbps),Son en Breugel,-2837.790336,NLD,Son en Breugel
Hybrid,Scenario 2 (100 Mbps),Son en Breugel,17484.5128,NLD,Son en Breugel
Small Cells,Scenario 2 (100 Mbps),Son en Breugel,16940.31553,NLD,Son en Breugel
Spectrum Integration,Scenario 2 (100 Mbps),Son en Breugel,-14028.16594,NLD,Son en Breugel
Hybrid,Scenario 3 (300 Mbps),Son en Breugel,4231.146932,NLD,Son en Breugel
Small Cells,Scenario 3 (300 Mbps),Son en Breugel,4196.992292,NLD,Son en Breugel
Spectrum Integration,Scenario 3 (300 Mbps),Son en Breugel,-46098.25234,NLD,Son en Breugel
Hybrid,Scenario 1 (30 Mbps),Stadskanaal,-4296.07512,NLD,Stadskanaal
Small Cells,Scenario 1 (30 Mbps),Stadskanaal,-5071.21884,NLD,Stadskanaal
Spectrum Integration,Scenario 1 (30 Mbps),Stadskanaal,-4296.07512,NLD,Stadskanaal
Hybrid,Scenario 2 (100 Mbps),Stadskanaal,-21111.74658,NLD,Stadskanaal
Small Cells,Scenario 2 (100 Mbps),Stadskanaal,-21886.8903,NLD,Stadskanaal
Spectrum Integration,Scenario 2 (100 Mbps),Stadskanaal,-21111.74658,NLD,Stadskanaal
Hybrid,Scenario 3 (300 Mbps),Stadskanaal,-69156.52218,NLD,Stadskanaal
Small Cells,Scenario 3 (300 Mbps),Stadskanaal,-69931.6659,NLD,Stadskanaal
Spectrum Integration,Scenario 3 (300 Mbps),Stadskanaal,-69156.52218,NLD,Stadskanaal
Hybrid,Scenario 1 (30 Mbps),Staphorst,-238.43622,NLD,Staphorst
Small Cells,Scenario 1 (30 Mbps),Staphorst,-611.36046,NLD,Staphorst
Spectrum Integration,Scenario 1 (30 Mbps),Staphorst,-238.43622,NLD,Staphorst
Hybrid,Scenario 2 (100 Mbps),Staphorst,-4062.19896,NLD,Staphorst
Small Cells,Scenario 2 (100 Mbps),Staphorst,-4435.1232,NLD,Staphorst
Spectrum Integration,Scenario 2 (100 Mbps),Staphorst,-4062.19896,NLD,Staphorst
Hybrid,Scenario 3 (300 Mbps),Staphorst,-14987.23536,NLD,Staphorst
Small Cells,Scenario 3 (300 Mbps),Staphorst,-15360.1596,NLD,Staphorst
Spectrum Integration,Scenario 3 (300 Mbps),Staphorst,-14987.23536,NLD,Staphorst
Hybrid,Scenario 1 (30 Mbps),Stede Broec,-2122.5888,NLD,Stede Broec
Small Cells,Scenario 1 (30 Mbps),Stede Broec,-2362.50432,NLD,Stede Broec
Spectrum Integration,Scenario 1 (30 Mbps),Stede Broec,-2122.5888,NLD,Stede Broec
Hybrid,Scenario 2 (100 Mbps),Stede Broec,-9177.33888,NLD,Stede Broec
Small Cells,Scenario 2 (100 Mbps),Stede Broec,-9417.2544,NLD,Stede Broec
Spectrum Integration,Scenario 2 (100 Mbps),Stede Broec,-9177.33888,NLD,Stede Broec
Hybrid,Scenario 3 (300 Mbps),Stede Broec,-29333.76768,NLD,Stede Broec
Small Cells,Scenario 3 (300 Mbps),Stede Broec,-29573.6832,NLD,Stede Broec
Spectrum Integration,Scenario 3 (300 Mbps),Stede Broec,-29333.76768,NLD,Stede Broec
Hybrid,Scenario 1 (30 Mbps),Steenbergen,46585.47346,NLD,Steenbergen
Small Cells,Scenario 1 (30 Mbps),Steenbergen,46303.41306,NLD,Steenbergen
Spectrum Integration,Scenario 1 (30 Mbps),Steenbergen,-206.079798,NLD,Steenbergen
Hybrid,Scenario 2 (100 Mbps),Steenbergen,164630.4668,NLD,Steenbergen
Small Cells,Scenario 2 (100 Mbps),Steenbergen,163449.2855,NLD,Steenbergen
Spectrum Integration,Scenario 2 (100 Mbps),Steenbergen,-7853.7027,NLD,Steenbergen
Hybrid,Scenario 3 (300 Mbps),Steenbergen,140379.2053,NLD,Steenbergen
Small Cells,Scenario 3 (300 Mbps),Steenbergen,139202.5779,NLD,Steenbergen
Spectrum Integration,Scenario 3 (300 Mbps),Steenbergen,-32272.9707,NLD,Steenbergen
Hybrid,Scenario 1 (30 Mbps),Steenwijkerland,-3528.55596,NLD,Steenwijkerland
Small Cells,Scenario 1 (30 Mbps),Steenwijkerland,-4986.5148,NLD,Steenwijkerland
Spectrum Integration,Scenario 1 (30 Mbps),Steenwijkerland,-3528.55596,NLD,Steenwijkerland
Hybrid,Scenario 2 (100 Mbps),Steenwijkerland,-24519.29034,NLD,Steenwijkerland
Small Cells,Scenario 2 (100 Mbps),Steenwijkerland,-25977.24918,NLD,Steenwijkerland
Spectrum Integration,Scenario 2 (100 Mbps),Steenwijkerland,-24519.29034,NLD,Steenwijkerland
Hybrid,Scenario 3 (300 Mbps),Steenwijkerland,-84492.81714,NLD,Steenwijkerland
Small Cells,Scenario 3 (300 Mbps),Steenwijkerland,-85950.77598,NLD,Steenwijkerland
Spectrum Integration,Scenario 3 (300 Mbps),Steenwijkerland,-84492.81714,NLD,Steenwijkerland
Hybrid,Scenario 1 (30 Mbps),Stein,24514.90496,NLD,Stein
Small Cells,Scenario 1 (30 Mbps),Stein,23991.20048,NLD,Stein
Spectrum Integration,Scenario 1 (30 Mbps),Stein,-2939.32272,NLD,Stein
Hybrid,Scenario 2 (100 Mbps),Stein,13150.10816,NLD,Stein
Small Cells,Scenario 2 (100 Mbps),Stein,12626.40368,NLD,Stein
Spectrum Integration,Scenario 2 (100 Mbps),Stein,-14304.11952,NLD,Stein
Hybrid,Scenario 3 (300 Mbps),Stein,0.0,NLD,Stein
Small Cells,Scenario 3 (300 Mbps),Stein,0.0,NLD,Stein
Spectrum Integration,Scenario 3 (300 Mbps),Stein,-46774.96752,NLD,Stein
Hybrid,Scenario 1 (30 Mbps),Stichtse Vecht,64476.38793,NLD,Stichtse Vecht
Small Cells,Scenario 1 (30 Mbps),Stichtse Vecht,63219.72349,NLD,Stichtse Vecht
Spectrum Integration,Scenario 1 (30 Mbps),Stichtse Vecht,-4756.012305,NLD,Stichtse Vecht
Hybrid,Scenario 2 (100 Mbps),Stichtse Vecht,103859.961,NLD,Stichtse Vecht
Small Cells,Scenario 2 (100 Mbps),Stichtse Vecht,102752.6391,NLD,Stichtse Vecht
Spectrum Integration,Scenario 2 (100 Mbps),Stichtse Vecht,-28816.75353,NLD,Stichtse Vecht
Hybrid,Scenario 3 (300 Mbps),Stichtse Vecht,68867.50112,NLD,Stichtse Vecht
Small Cells,Scenario 3 (300 Mbps),Stichtse Vecht,67990.1538,NLD,Stichtse Vecht
Spectrum Integration,Scenario 3 (300 Mbps),Stichtse Vecht,-98737.62393,NLD,Stichtse Vecht
Hybrid,Scenario 1 (30 Mbps),Strijen,46030.12962,NLD,Strijen
Small Cells,Scenario 1 (30 Mbps),Strijen,45751.20006,NLD,Strijen
Spectrum Integration,Scenario 1 (30 Mbps),Strijen,-761.42364,NLD,Strijen
Hybrid,Scenario 2 (100 Mbps),Strijen,56211.47298,NLD,Strijen
Small Cells,Scenario 2 (100 Mbps),Strijen,55825.81017,NLD,Strijen
Spectrum Integration,Scenario 2 (100 Mbps),Strijen,-5500.85619,NLD,Strijen
Hybrid,Scenario 3 (300 Mbps),Strijen,42365.28499,NLD,Strijen
Small Cells,Scenario 3 (300 Mbps),Strijen,41979.62218,NLD,Strijen
Spectrum Integration,Scenario 3 (300 Mbps),Strijen,-19347.04419,NLD,Strijen
Hybrid,Scenario 1 (30 Mbps),Sudwest-Fryslan,-7803.47115,NLD,Sudwest-Fryslan
Small Cells,Scenario 1 (30 Mbps),Sudwest-Fryslan,-10294.33017,NLD,Sudwest-Fryslan
Spectrum Integration,Scenario 1 (30 Mbps),Sudwest-Fryslan,-7803.47115,NLD,Sudwest-Fryslan
Hybrid,Scenario 2 (100 Mbps),Sudwest-Fryslan,-47808.09651,NLD,Sudwest-Fryslan
Small Cells,Scenario 2 (100 Mbps),Sudwest-Fryslan,-50298.95553,NLD,Sudwest-Fryslan
Spectrum Integration,Scenario 2 (100 Mbps),Sudwest-Fryslan,-47808.09651,NLD,Sudwest-Fryslan
Hybrid,Scenario 3 (300 Mbps),Sudwest-Fryslan,-162107.0261,NLD,Sudwest-Fryslan
Small Cells,Scenario 3 (300 Mbps),Sudwest-Fryslan,-164597.8851,NLD,Sudwest-Fryslan
Spectrum Integration,Scenario 3 (300 Mbps),Sudwest-Fryslan,-162107.0261,NLD,Sudwest-Fryslan
Hybrid,Scenario 1 (30 Mbps),Ten Boer,-511.86387,NLD,Ten Boer
Small Cells,Scenario 1 (30 Mbps),Ten Boer,-715.47273,NLD,Ten Boer
Spectrum Integration,Scenario 1 (30 Mbps),Ten Boer,-511.86387,NLD,Ten Boer
Hybrid,Scenario 2 (100 Mbps),Ten Boer,-3490.15149,NLD,Ten Boer
Small Cells,Scenario 2 (100 Mbps),Ten Boer,-3693.76035,NLD,Ten Boer
Spectrum Integration,Scenario 2 (100 Mbps),Ten Boer,-3490.15149,NLD,Ten Boer
Hybrid,Scenario 3 (300 Mbps),Ten Boer,-11999.54469,NLD,Ten Boer
Small Cells,Scenario 3 (300 Mbps),Ten Boer,-12203.15355,NLD,Ten Boer
Spectrum Integration,Scenario 3 (300 Mbps),Ten Boer,-11999.54469,NLD,Ten Boer
Hybrid,Scenario 1 (30 Mbps),Terneuzen,94748.66813,NLD,Terneuzen
Small Cells,Scenario 1 (30 Mbps),Terneuzen,93616.87898,NLD,Terneuzen
Spectrum Integration,Scenario 1 (30 Mbps),Terneuzen,-2654.157027,NLD,Terneuzen
Hybrid,Scenario 2 (100 Mbps),Terneuzen,288027.2612,NLD,Terneuzen
Small Cells,Scenario 2 (100 Mbps),Terneuzen,285877.9381,NLD,Terneuzen
Spectrum Integration,Scenario 2 (100 Mbps),Terneuzen,-26624.33757,NLD,Terneuzen
Hybrid,Scenario 3 (300 Mbps),Terneuzen,241530.8714,NLD,Terneuzen
Small Cells,Scenario 3 (300 Mbps),Terneuzen,239463.5195,NLD,Terneuzen
Spectrum Integration,Scenario 3 (300 Mbps),Terneuzen,-99477.48237,NLD,Terneuzen
Hybrid,Scenario 1 (30 Mbps),Terschelling,-151.61916,NLD,Terschelling
Small Cells,Scenario 1 (30 Mbps),Terschelling,-388.75788,NLD,Terschelling
Spectrum Integration,Scenario 1 (30 Mbps),Terschelling,-151.61916,NLD,Terschelling
Hybrid,Scenario 2 (100 Mbps),Terschelling,-2583.11088,NLD,Terschelling
Small Cells,Scenario 2 (100 Mbps),Terschelling,-2820.2496,NLD,Terschelling
Spectrum Integration,Scenario 2 (100 Mbps),Terschelling,-2583.11088,NLD,Terschelling
Hybrid,Scenario 3 (300 Mbps),Terschelling,-9530.23008,NLD,Terschelling
Small Cells,Scenario 3 (300 Mbps),Terschelling,-9767.3688,NLD,Terschelling
Spectrum Integration,Scenario 3 (300 Mbps),Terschelling,-9530.23008,NLD,Terschelling
Hybrid,Scenario 1 (30 Mbps),Texel,-945.8277,NLD,Texel
Small Cells,Scenario 1 (30 Mbps),Texel,-1450.5111,NLD,Texel
Spectrum Integration,Scenario 1 (30 Mbps),Texel,-945.8277,NLD,Texel
Hybrid,Scenario 2 (100 Mbps),Texel,-7574.5911,NLD,Texel
Small Cells,Scenario 2 (100 Mbps),Texel,-8079.2745,NLD,Texel
Spectrum Integration,Scenario 2 (100 Mbps),Texel,-7574.5911,NLD,Texel
Hybrid,Scenario 3 (300 Mbps),Texel,-26513.9151,NLD,Texel
Small Cells,Scenario 3 (300 Mbps),Texel,-27018.5985,NLD,Texel
Spectrum Integration,Scenario 3 (300 Mbps),Texel,-26513.9151,NLD,Texel
Hybrid,Scenario 1 (30 Mbps),Teylingen,31819.60428,NLD,Teylingen
Small Cells,Scenario 1 (30 Mbps),Teylingen,30874.93165,NLD,Teylingen
Spectrum Integration,Scenario 1 (30 Mbps),Teylingen,-3632.159292,NLD,Teylingen
Hybrid,Scenario 2 (100 Mbps),Teylingen,21141.50697,NLD,Teylingen
Small Cells,Scenario 2 (100 Mbps),Teylingen,20716.56632,NLD,Teylingen
Spectrum Integration,Scenario 2 (100 Mbps),Teylingen,-20372.3179,NLD,Teylingen
Hybrid,Scenario 3 (300 Mbps),Teylingen,7500.107355,NLD,Teylingen
Small Cells,Scenario 3 (300 Mbps),Teylingen,7346.126853,NLD,Teylingen
Spectrum Integration,Scenario 3 (300 Mbps),Teylingen,-68286.7291,NLD,Teylingen
Hybrid,Scenario 1 (30 Mbps),Tholen,47788.32872,NLD,Tholen
Small Cells,Scenario 1 (30 Mbps),Tholen,47502.28361,NLD,Tholen
Spectrum Integration,Scenario 1 (30 Mbps),Tholen,-196.88661,NLD,Tholen
Hybrid,Scenario 2 (100 Mbps),Tholen,167543.4613,NLD,Tholen
Small Cells,Scenario 2 (100 Mbps),Tholen,166345.4873,NLD,Tholen
Spectrum Integration,Scenario 2 (100 Mbps),Tholen,-7924.863402,NLD,Tholen
Hybrid,Scenario 3 (300 Mbps),Tholen,142858.0165,NLD,Tholen
Small Cells,Scenario 3 (300 Mbps),Tholen,141660.0425,NLD,Tholen
Spectrum Integration,Scenario 3 (300 Mbps),Tholen,-32610.3082,NLD,Tholen
Hybrid,Scenario 1 (30 Mbps),Tiel,18099.5807,NLD,Tiel
Small Cells,Scenario 1 (30 Mbps),Tiel,17085.47197,NLD,Tiel
Spectrum Integration,Scenario 1 (30 Mbps),Tiel,-3266.970405,NLD,Tiel
Hybrid,Scenario 2 (100 Mbps),Tiel,28509.85918,NLD,Tiel
Small Cells,Scenario 2 (100 Mbps),Tiel,28179.27073,NLD,Tiel
Spectrum Integration,Scenario 2 (100 Mbps),Tiel,-20514.74838,NLD,Tiel
Hybrid,Scenario 3 (300 Mbps),Tiel,22267.90668,NLD,Tiel
Small Cells,Scenario 3 (300 Mbps),Tiel,22087.59865,NLD,Tiel
Spectrum Integration,Scenario 3 (300 Mbps),Tiel,-70299.11478,NLD,Tiel
Hybrid,Scenario 1 (30 Mbps),Tilburg,95540.35906,NLD,Tilburg
Small Cells,Scenario 1 (30 Mbps),Tilburg,91080.40652,NLD,Tilburg
Spectrum Integration,Scenario 1 (30 Mbps),Tilburg,-22035.35514,NLD,Tilburg
Hybrid,Scenario 2 (100 Mbps),Tilburg,71153.89986,NLD,Tilburg
Small Cells,Scenario 2 (100 Mbps),Tilburg,70005.73471,NLD,Tilburg
Spectrum Integration,Scenario 2 (100 Mbps),Tilburg,-123584.7171,NLD,Tilburg
Hybrid,Scenario 3 (300 Mbps),Tilburg,33854.39138,NLD,Tilburg
Small Cells,Scenario 3 (300 Mbps),Tilburg,33295.96301,NLD,Tilburg
Spectrum Integration,Scenario 3 (300 Mbps),Tilburg,-414194.1579,NLD,Tilburg
Hybrid,Scenario 1 (30 Mbps),Tubbergen,27247.17872,NLD,Tubbergen
Small Cells,Scenario 1 (30 Mbps),Tubbergen,27083.23645,NLD,Tubbergen
Spectrum Integration,Scenario 1 (30 Mbps),Tubbergen,270.415872,NLD,Tubbergen
Hybrid,Scenario 2 (100 Mbps),Tubbergen,169819.0686,NLD,Tubbergen
Small Cells,Scenario 2 (100 Mbps),Tubbergen,168589.5016,NLD,Tubbergen
Spectrum Integration,Scenario 2 (100 Mbps),Tubbergen,-6126.72096,NLD,Tubbergen
Hybrid,Scenario 3 (300 Mbps),Tubbergen,148664.899,NLD,Tubbergen
Small Cells,Scenario 3 (300 Mbps),Tubbergen,147439.886,NLD,Tubbergen
Spectrum Integration,Scenario 3 (300 Mbps),Tubbergen,-27448.89696,NLD,Tubbergen
Hybrid,Scenario 1 (30 Mbps),Twenterand,117103.0135,NLD,Twenterand
Small Cells,Scenario 1 (30 Mbps),Twenterand,116207.9128,NLD,Twenterand
Spectrum Integration,Scenario 1 (30 Mbps),Twenterand,-2979.391062,NLD,Twenterand
Hybrid,Scenario 2 (100 Mbps),Twenterand,110623.15,NLD,Twenterand
Small Cells,Scenario 2 (100 Mbps),Twenterand,109740.8218,NLD,Twenterand
Spectrum Integration,Scenario 2 (100 Mbps),Twenterand,-17941.29383,NLD,Twenterand
Hybrid,Scenario 3 (300 Mbps),Twenterand,70873.0396,NLD,Twenterand
Small Cells,Scenario 3 (300 Mbps),Twenterand,69990.7114,NLD,Twenterand
Spectrum Integration,Scenario 3 (300 Mbps),Twenterand,-60857.92103,NLD,Twenterand
Hybrid,Scenario 1 (30 Mbps),Tynaarlo,-2791.60224,NLD,Tynaarlo
Small Cells,Scenario 1 (30 Mbps),Tynaarlo,-3589.0992,NLD,Tynaarlo
Spectrum Integration,Scenario 1 (30 Mbps),Tynaarlo,-2791.60224,NLD,Tynaarlo
Hybrid,Scenario 2 (100 Mbps),Tynaarlo,-16292.68704,NLD,Tynaarlo
Small Cells,Scenario 2 (100 Mbps),Tynaarlo,-17090.184,NLD,Tynaarlo
Spectrum Integration,Scenario 2 (100 Mbps),Tynaarlo,-16292.68704,NLD,Tynaarlo
Hybrid,Scenario 3 (300 Mbps),Tynaarlo,-54867.21504,NLD,Tynaarlo
Small Cells,Scenario 3 (300 Mbps),Tynaarlo,-55664.712,NLD,Tynaarlo
Spectrum Integration,Scenario 3 (300 Mbps),Tynaarlo,-54867.21504,NLD,Tynaarlo
Hybrid,Scenario 1 (30 Mbps),Tytsjerksteradiel,-3539.9058,NLD,Tytsjerksteradiel
Small Cells,Scenario 1 (30 Mbps),Tytsjerksteradiel,-4358.64528,NLD,Tytsjerksteradiel
Spectrum Integration,Scenario 1 (30 Mbps),Tytsjerksteradiel,-3539.9058,NLD,Tytsjerksteradiel
Hybrid,Scenario 2 (100 Mbps),Tytsjerksteradiel,-18973.15062,NLD,Tytsjerksteradiel
Small Cells,Scenario 2 (100 Mbps),Tytsjerksteradiel,-19791.8901,NLD,Tytsjerksteradiel
Spectrum Integration,Scenario 2 (100 Mbps),Tytsjerksteradiel,-18973.15062,NLD,Tytsjerksteradiel
Hybrid,Scenario 3 (300 Mbps),Tytsjerksteradiel,-63068.13582,NLD,Tytsjerksteradiel
Small Cells,Scenario 3 (300 Mbps),Tytsjerksteradiel,-63886.8753,NLD,Tytsjerksteradiel
Spectrum Integration,Scenario 3 (300 Mbps),Tytsjerksteradiel,-63068.13582,NLD,Tytsjerksteradiel
Hybrid,Scenario 1 (30 Mbps),Uden,55182.98562,NLD,Uden
Small Cells,Scenario 1 (30 Mbps),Uden,53965.68709,NLD,Uden
Spectrum Integration,Scenario 1 (30 Mbps),Uden,-3903.286998,NLD,Uden
Hybrid,Scenario 2 (100 Mbps),Uden,64890.7257,NLD,Uden
Small Cells,Scenario 2 (100 Mbps),Uden,64443.58454,NLD,Uden
Spectrum Integration,Scenario 2 (100 Mbps),Uden,-24227.76889,NLD,Uden
Hybrid,Scenario 3 (300 Mbps),Uden,49567.21051,NLD,Uden
Small Cells,Scenario 3 (300 Mbps),Uden,49120.06934,NLD,Uden
Spectrum Integration,Scenario 3 (300 Mbps),Uden,-82717.33129,NLD,Uden
Hybrid,Scenario 1 (30 Mbps),Uitgeest,-1020.6189,NLD,Uitgeest
Small Cells,Scenario 1 (30 Mbps),Uitgeest,-1239.2919,NLD,Uitgeest
Spectrum Integration,Scenario 1 (30 Mbps),Uitgeest,-1020.6189,NLD,Uitgeest
Hybrid,Scenario 2 (100 Mbps),Uitgeest,-5317.9875,NLD,Uitgeest
Small Cells,Scenario 2 (100 Mbps),Uitgeest,-5536.6605,NLD,Uitgeest
Spectrum Integration,Scenario 2 (100 Mbps),Uitgeest,-5317.9875,NLD,Uitgeest
Hybrid,Scenario 3 (300 Mbps),Uitgeest,-17596.1835,NLD,Uitgeest
Small Cells,Scenario 3 (300 Mbps),Uitgeest,-17814.8565,NLD,Uitgeest
Spectrum Integration,Scenario 3 (300 Mbps),Uitgeest,-17596.1835,NLD,Uitgeest
Hybrid,Scenario 1 (30 Mbps),Uithoorn,20818.95745,NLD,Uithoorn
Small Cells,Scenario 1 (30 Mbps),Uithoorn,20101.48693,NLD,Uithoorn
Spectrum Integration,Scenario 1 (30 Mbps),Uithoorn,-2218.72056,NLD,Uithoorn
Hybrid,Scenario 2 (100 Mbps),Uithoorn,13157.42453,NLD,Uithoorn
Small Cells,Scenario 2 (100 Mbps),Uithoorn,13069.19171,NLD,Uithoorn
Spectrum Integration,Scenario 2 (100 Mbps),Uithoorn,-13545.9996,NLD,Uithoorn
Hybrid,Scenario 3 (300 Mbps),Uithoorn,9218.688528,NLD,Uithoorn
Small Cells,Scenario 3 (300 Mbps),Uithoorn,9130.455708,NLD,Uithoorn
Spectrum Integration,Scenario 3 (300 Mbps),Uithoorn,-45909.654,NLD,Uithoorn
Hybrid,Scenario 1 (30 Mbps),Urk,-1783.5642,NLD,Urk
Small Cells,Scenario 1 (30 Mbps),Urk,-1985.15988,NLD,Urk
Spectrum Integration,Scenario 1 (30 Mbps),Urk,-1783.5642,NLD,Urk
Hybrid,Scenario 2 (100 Mbps),Urk,-7711.51392,NLD,Urk
Small Cells,Scenario 2 (100 Mbps),Urk,-7913.1096,NLD,Urk
Spectrum Integration,Scenario 2 (100 Mbps),Urk,-7711.51392,NLD,Urk
Hybrid,Scenario 3 (300 Mbps),Urk,-24648.51312,NLD,Urk
Small Cells,Scenario 3 (300 Mbps),Urk,-24850.1088,NLD,Urk
Spectrum Integration,Scenario 3 (300 Mbps),Urk,-24648.51312,NLD,Urk
Hybrid,Scenario 1 (30 Mbps),Utrecht,48006.87299,NLD,Utrecht
Small Cells,Scenario 1 (30 Mbps),Utrecht,43763.40709,NLD,Utrecht
Spectrum Integration,Scenario 1 (30 Mbps),Utrecht,-31610.38729,NLD,Utrecht
Hybrid,Scenario 2 (100 Mbps),Utrecht,50387.04706,NLD,Utrecht
Small Cells,Scenario 2 (100 Mbps),Utrecht,49597.22101,NLD,Utrecht
Spectrum Integration,Scenario 2 (100 Mbps),Utrecht,-173590.3871,NLD,Utrecht
Hybrid,Scenario 3 (300 Mbps),Utrecht,33243.09317,NLD,Utrecht
Small Cells,Scenario 3 (300 Mbps),Utrecht,32961.03277,NLD,Utrecht
Spectrum Integration,Scenario 3 (300 Mbps),Utrecht,-580001.3711,NLD,Utrecht
Hybrid,Scenario 1 (30 Mbps),Utrechtse Heuvelrug,121341.7181,NLD,Utrechtse Heuvelrug
Small Cells,Scenario 1 (30 Mbps),Utrechtse Heuvelrug,120088.1005,NLD,Utrechtse Heuvelrug
Spectrum Integration,Scenario 1 (30 Mbps),Utrechtse Heuvelrug,-5425.194021,NLD,Utrechtse Heuvelrug
Hybrid,Scenario 2 (100 Mbps),Utrechtse Heuvelrug,125578.2745,NLD,Utrechtse Heuvelrug
Small Cells,Scenario 2 (100 Mbps),Utrechtse Heuvelrug,124118.8752,NLD,Utrechtse Heuvelrug
Spectrum Integration,Scenario 2 (100 Mbps),Utrechtse Heuvelrug,-29955.8936,NLD,Utrechtse Heuvelrug
Hybrid,Scenario 3 (300 Mbps),Utrechtse Heuvelrug,76491.44042,NLD,Utrechtse Heuvelrug
Small Cells,Scenario 3 (300 Mbps),Utrechtse Heuvelrug,75617.22395,NLD,Utrechtse Heuvelrug
Spectrum Integration,Scenario 3 (300 Mbps),Utrechtse Heuvelrug,-100631.5544,NLD,Utrechtse Heuvelrug
Hybrid,Scenario 1 (30 Mbps),Vaals,13610.89415,NLD,Vaals
Small Cells,Scenario 1 (30 Mbps),Vaals,13393.44294,NLD,Vaals
Spectrum Integration,Scenario 1 (30 Mbps),Vaals,-1071.149352,NLD,Vaals
Hybrid,Scenario 2 (100 Mbps),Vaals,23139.09338,NLD,Vaals
Small Cells,Scenario 2 (100 Mbps),Vaals,22818.32438,NLD,Vaals
Spectrum Integration,Scenario 2 (100 Mbps),Vaals,-5986.261206,NLD,Vaals
Hybrid,Scenario 3 (300 Mbps),Vaals,15772.98996,NLD,Vaals
Small Cells,Scenario 3 (300 Mbps),Vaals,15641.20998,NLD,Vaals
Spectrum Integration,Scenario 3 (300 Mbps),Vaals,-20324.63161,NLD,Vaals
Hybrid,Scenario 1 (30 Mbps),Valkenburg aan de Geul,41804.86661,NLD,Valkenburg aan de Geul
Small Cells,Scenario 1 (30 Mbps),Valkenburg aan de Geul,41419.34611,NLD,Valkenburg aan de Geul
Spectrum Integration,Scenario 1 (30 Mbps),Valkenburg aan de Geul,-1525.066641,NLD,Valkenburg aan de Geul
Hybrid,Scenario 2 (100 Mbps),Valkenburg aan de Geul,36192.56326,NLD,Valkenburg aan de Geul
Small Cells,Scenario 2 (100 Mbps),Valkenburg aan de Geul,35797.65024,NLD,Valkenburg aan de Geul
Spectrum Integration,Scenario 2 (100 Mbps),Valkenburg aan de Geul,-8450.398275,NLD,Valkenburg aan de Geul
Hybrid,Scenario 3 (300 Mbps),Valkenburg aan de Geul,16379.06566,NLD,Valkenburg aan de Geul
Small Cells,Scenario 3 (300 Mbps),Valkenburg aan de Geul,15984.15264,NLD,Valkenburg aan de Geul
Spectrum Integration,Scenario 3 (300 Mbps),Valkenburg aan de Geul,-28263.89588,NLD,Valkenburg aan de Geul
Hybrid,Scenario 1 (30 Mbps),Valkenswaard,24773.96896,NLD,Valkenswaard
Small Cells,Scenario 1 (30 Mbps),Valkenswaard,24074.3085,NLD,Valkenswaard
Spectrum Integration,Scenario 1 (30 Mbps),Valkenswaard,-2322.160098,NLD,Valkenswaard
Hybrid,Scenario 2 (100 Mbps),Valkenswaard,54078.15942,NLD,Valkenswaard
Small Cells,Scenario 2 (100 Mbps),Valkenswaard,53541.36233,NLD,Valkenswaard
Spectrum Integration,Scenario 2 (100 Mbps),Valkenswaard,-15278.39575,NLD,Valkenswaard
Hybrid,Scenario 3 (300 Mbps),Valkenswaard,41827.25253,NLD,Valkenswaard
Small Cells,Scenario 3 (300 Mbps),Valkenswaard,41440.73585,NLD,Valkenswaard
Spectrum Integration,Scenario 3 (300 Mbps),Valkenswaard,-53128.12135,NLD,Valkenswaard
Hybrid,Scenario 1 (30 Mbps),Veendam,-3029.08143,NLD,Veendam
Small Cells,Scenario 1 (30 Mbps),Veendam,-3715.71465,NLD,Veendam
Spectrum Integration,Scenario 1 (30 Mbps),Veendam,-3029.08143,NLD,Veendam
Hybrid,Scenario 2 (100 Mbps),Veendam,-16101.25299,NLD,Veendam
Small Cells,Scenario 2 (100 Mbps),Veendam,-16787.88621,NLD,Veendam
Spectrum Integration,Scenario 2 (100 Mbps),Veendam,-16101.25299,NLD,Veendam
Hybrid,Scenario 3 (300 Mbps),Veendam,-53450.31459,NLD,Veendam
Small Cells,Scenario 3 (300 Mbps),Veendam,-54136.94781,NLD,Veendam
Spectrum Integration,Scenario 3 (300 Mbps),Veendam,-53450.31459,NLD,Veendam
Hybrid,Scenario 1 (30 Mbps),Veenendaal,18125.81757,NLD,Veenendaal
Small Cells,Scenario 1 (30 Mbps),Veenendaal,16358.71974,NLD,Veenendaal
Spectrum Integration,Scenario 1 (30 Mbps),Veenendaal,-5628.057684,NLD,Veenendaal
Hybrid,Scenario 2 (100 Mbps),Veenendaal,857.6157498,NLD,Veenendaal
Small Cells,Scenario 2 (100 Mbps),Veenendaal,823.4611098,NLD,Veenendaal
