strategy,scenario,municipalities,capacity_margin,iso_code,id
Spectrum Integration,Scenario 1 (30 Mbps),Capelle aan den IJssel,-5201.568396,NLD,Capelle aan den IJssel
Hybrid,Scenario 2 (100 Mbps),Capelle aan den IJssel,0.0,NLD,Capelle aan den IJssel
Small Cells,Scenario 2 (100 Mbps),Capelle aan den IJssel,4.28e-12,NLD,Capelle aan den IJssel
Spectrum Integration,Scenario 2 (100 Mbps),Capelle aan den IJssel,-30589.1236,NLD,Capelle aan den IJssel
Hybrid,Scenario 3 (300 Mbps),Capelle aan den IJssel,3e-12,NLD,Capelle aan den IJssel
Small Cells,Scenario 3 (300 Mbps),Capelle aan den IJssel,0.0,NLD,Capelle aan den IJssel
Spectrum Integration,Scenario 3 (300 Mbps),Capelle aan den IJssel,-103124.9956,NLD,Capelle aan den IJssel
Hybrid,Scenario 1 (30 Mbps),"Capelle aan den IJssel,Rotterdam",2569.181525,NLD,"Capelle aan den IJssel,Rotterdam"
Small Cells,Scenario 1 (30 Mbps),"Capelle aan den IJssel,Rotterdam",2405.322197,NLD,"Capelle aan den IJssel,Rotterdam"
Spectrum Integration,Scenario 1 (30 Mbps),"Capelle aan den IJssel,Rotterdam",-653.706072,NLD,"Capelle aan den IJssel,Rotterdam"
Hybrid,Scenario 2 (100 Mbps),"Capelle aan den IJssel,Rotterdam",1029.1389,NLD,"Capelle aan den IJssel,Rotterdam"
Small Cells,Scenario 2 (100 Mbps),"Capelle aan den IJssel,Rotterdam",988.1533318,NLD,"Capelle aan den IJssel,Rotterdam"
Spectrum Integration,Scenario 2 (100 Mbps),"Capelle aan den IJssel,Rotterdam",-3584.770992,NLD,"Capelle aan den IJssel,Rotterdam"
Hybrid,Scenario 3 (300 Mbps),"Capelle aan den IJssel,Rotterdam",0.0,NLD,"Capelle aan den IJssel,Rotterdam"
Small Cells,Scenario 3 (300 Mbps),"Capelle aan den IJssel,Rotterdam",0.0,NLD,"Capelle aan den IJssel,Rotterdam"
Spectrum Integration,Scenario 3 (300 Mbps),"Capelle aan den IJssel,Rotterdam",-11959.24219,NLD,"Capelle aan den IJssel,Rotterdam"
Hybrid,Scenario 1 (30 Mbps),Castricum,-3926.13606,NLD,Castricum
Small Cells,Scenario 1 (30 Mbps),Castricum,-4554.24822,NLD,Castricum
Spectrum Integration,Scenario 1 (30 Mbps),Castricum,-3926.13606,NLD,Castricum
Hybrid,Scenario 2 (100 Mbps),Castricum,-18590.38524,NLD,Castricum
Small Cells,Scenario 2 (100 Mbps),Castricum,-19218.4974,NLD,Castricum
Spectrum Integration,Scenario 2 (100 Mbps),Castricum,-18590.38524,NLD,Castricum
Hybrid,Scenario 3 (300 Mbps),Castricum,-60488.24004,NLD,Castricum
Small Cells,Scenario 3 (300 Mbps),Castricum,-61116.3522,NLD,Castricum
Spectrum Integration,Scenario 3 (300 Mbps),Castricum,-60488.24004,NLD,Castricum
Hybrid,Scenario 1 (30 Mbps),"Castricum,Heiloo",-1709.8632,NLD,"Castricum,Heiloo"
Small Cells,Scenario 1 (30 Mbps),"Castricum,Heiloo",-1903.12848,NLD,"Castricum,Heiloo"
Spectrum Integration,Scenario 1 (30 Mbps),"Castricum,Heiloo",-1709.8632,NLD,"Castricum,Heiloo"
Hybrid,Scenario 2 (100 Mbps),"Castricum,Heiloo",-7392.85632,NLD,"Castricum,Heiloo"
Small Cells,Scenario 2 (100 Mbps),"Castricum,Heiloo",-7586.1216,NLD,"Castricum,Heiloo"
Spectrum Integration,Scenario 2 (100 Mbps),"Castricum,Heiloo",-7392.85632,NLD,"Castricum,Heiloo"
Hybrid,Scenario 3 (300 Mbps),"Castricum,Heiloo",-23629.97952,NLD,"Castricum,Heiloo"
Small Cells,Scenario 3 (300 Mbps),"Castricum,Heiloo",-23823.2448,NLD,"Castricum,Heiloo"
Spectrum Integration,Scenario 3 (300 Mbps),"Castricum,Heiloo",-23629.97952,NLD,"Castricum,Heiloo"
Hybrid,Scenario 1 (30 Mbps),Coevorden,-2775.64518,NLD,Coevorden
Small Cells,Scenario 1 (30 Mbps),Coevorden,-3935.23686,NLD,Coevorden
Spectrum Integration,Scenario 1 (30 Mbps),Coevorden,-2775.64518,NLD,Coevorden
Hybrid,Scenario 2 (100 Mbps),Coevorden,-19412.02452,NLD,Coevorden
Small Cells,Scenario 2 (100 Mbps),Coevorden,-20571.6162,NLD,Coevorden
Spectrum Integration,Scenario 2 (100 Mbps),Coevorden,-19412.02452,NLD,Coevorden
Hybrid,Scenario 3 (300 Mbps),Coevorden,-66944.53692,NLD,Coevorden
Small Cells,Scenario 3 (300 Mbps),Coevorden,-68104.1286,NLD,Coevorden
Spectrum Integration,Scenario 3 (300 Mbps),Coevorden,-66944.53692,NLD,Coevorden
Hybrid,Scenario 1 (30 Mbps),Cranendonck,61117.58981,NLD,Cranendonck
Small Cells,Scenario 1 (30 Mbps),Cranendonck,60731.50006,NLD,Cranendonck
Spectrum Integration,Scenario 1 (30 Mbps),Cranendonck,-1072.204197,NLD,Cranendonck
Hybrid,Scenario 2 (100 Mbps),Cranendonck,80104.40728,NLD,Cranendonck
Small Cells,Scenario 2 (100 Mbps),Cranendonck,79533.88248,NLD,Cranendonck
Spectrum Integration,Scenario 2 (100 Mbps),Cranendonck,-7868.487501,NLD,Cranendonck
Hybrid,Scenario 3 (300 Mbps),Cranendonck,60159.49769,NLD,Cranendonck
Small Cells,Scenario 3 (300 Mbps),Cranendonck,59588.97289,NLD,Cranendonck
Spectrum Integration,Scenario 3 (300 Mbps),Cranendonck,-27813.3971,NLD,Cranendonck
Hybrid,Scenario 1 (30 Mbps),Cromstrijen,64591.33993,NLD,Cromstrijen
Small Cells,Scenario 1 (30 Mbps),Cromstrijen,64199.27312,NLD,Cromstrijen
Spectrum Integration,Scenario 1 (30 Mbps),Cromstrijen,-1179.440295,NLD,Cromstrijen
Hybrid,Scenario 2 (100 Mbps),Cromstrijen,58465.65253,NLD,Cromstrijen
Small Cells,Scenario 2 (100 Mbps),Cromstrijen,58073.58572,NLD,Cromstrijen
Spectrum Integration,Scenario 2 (100 Mbps),Cromstrijen,-7305.127695,NLD,Cromstrijen
Hybrid,Scenario 3 (300 Mbps),Cromstrijen,40963.68854,NLD,Cromstrijen
Small Cells,Scenario 3 (300 Mbps),Cromstrijen,40571.62173,NLD,Cromstrijen
Spectrum Integration,Scenario 3 (300 Mbps),Cromstrijen,-24807.0917,NLD,Cromstrijen
Hybrid,Scenario 1 (30 Mbps),Cuijk,30185.06436,NLD,Cuijk
Small Cells,Scenario 1 (30 Mbps),Cuijk,29716.80177,NLD,Cuijk
Spectrum Integration,Scenario 1 (30 Mbps),Cuijk,-1685.712987,NLD,Cuijk
Hybrid,Scenario 2 (100 Mbps),Cuijk,55998.33165,NLD,Cuijk
Small Cells,Scenario 2 (100 Mbps),Cuijk,55450.57661,NLD,Cuijk
Spectrum Integration,Scenario 2 (100 Mbps),Cuijk,-10942.74519,NLD,Cuijk
Hybrid,Scenario 3 (300 Mbps),Cuijk,42281.38965,NLD,Cuijk
Small Cells,Scenario 3 (300 Mbps),Cuijk,41897.57688,NLD,Cuijk
Spectrum Integration,Scenario 3 (300 Mbps),Cuijk,-38096.45799,NLD,Cuijk
Hybrid,Scenario 1 (30 Mbps),Culemborg,14011.80221,NLD,Culemborg
Small Cells,Scenario 1 (30 Mbps),Culemborg,13263.01934,NLD,Culemborg
Spectrum Integration,Scenario 1 (30 Mbps),Culemborg,-2699.466816,NLD,Culemborg
Hybrid,Scenario 2 (100 Mbps),Culemborg,10529.10555,NLD,Culemborg
Small Cells,Scenario 2 (100 Mbps),Culemborg,10334.42411,NLD,Culemborg
Spectrum Integration,Scenario 2 (100 Mbps),Culemborg,-15617.75263,NLD,Culemborg
Hybrid,Scenario 3 (300 Mbps),Culemborg,5420.800922,NLD,Culemborg
Small Cells,Scenario 3 (300 Mbps),Culemborg,5358.184082,NLD,Culemborg
Spectrum Integration,Scenario 3 (300 Mbps),Culemborg,-52634.48383,NLD,Culemborg
Hybrid,Scenario 1 (30 Mbps),"Culemborg,Vianen",76.42728,NLD,"Culemborg,Vianen"
Small Cells,Scenario 1 (30 Mbps),"Culemborg,Vianen",76.42728,NLD,"Culemborg,Vianen"
Spectrum Integration,Scenario 1 (30 Mbps),"Culemborg,Vianen",76.42728,NLD,"Culemborg,Vianen"
Hybrid,Scenario 2 (100 Mbps),"Culemborg,Vianen",14383.16162,NLD,"Culemborg,Vianen"
Small Cells,Scenario 2 (100 Mbps),"Culemborg,Vianen",14278.1361,NLD,"Culemborg,Vianen"
Spectrum Integration,Scenario 2 (100 Mbps),"Culemborg,Vianen",-298.881882,NLD,"Culemborg,Vianen"
Hybrid,Scenario 3 (300 Mbps),"Culemborg,Vianen",13010.77682,NLD,"Culemborg,Vianen"
Small Cells,Scenario 3 (300 Mbps),"Culemborg,Vianen",12905.7513,NLD,"Culemborg,Vianen"
Spectrum Integration,Scenario 3 (300 Mbps),"Culemborg,Vianen",-1671.266682,NLD,"Culemborg,Vianen"
Hybrid,Scenario 1 (30 Mbps),Dalfsen,55947.00785,NLD,Dalfsen
Small Cells,Scenario 1 (30 Mbps),Dalfsen,55442.17923,NLD,Dalfsen
Spectrum Integration,Scenario 1 (30 Mbps),Dalfsen,-751.940616,NLD,Dalfsen
Hybrid,Scenario 2 (100 Mbps),Dalfsen,190389.3154,NLD,Dalfsen
Small Cells,Scenario 2 (100 Mbps),Dalfsen,189027.6838,NLD,Dalfsen
Spectrum Integration,Scenario 2 (100 Mbps),Dalfsen,-12325.75487,NLD,Dalfsen
Hybrid,Scenario 3 (300 Mbps),Dalfsen,162442.0306,NLD,Dalfsen
Small Cells,Scenario 3 (300 Mbps),Dalfsen,161080.399,NLD,Dalfsen
Spectrum Integration,Scenario 3 (300 Mbps),Dalfsen,-48365.24927,NLD,Dalfsen
Hybrid,Scenario 1 (30 Mbps),Dantumadiel,-1780.2342,NLD,Dantumadiel
Small Cells,Scenario 1 (30 Mbps),Dantumadiel,-2245.07052,NLD,Dantumadiel
Spectrum Integration,Scenario 1 (30 Mbps),Dantumadiel,-1780.2342,NLD,Dantumadiel
Hybrid,Scenario 2 (100 Mbps),Dantumadiel,-10006.82208,NLD,Dantumadiel
Small Cells,Scenario 2 (100 Mbps),Dantumadiel,-10471.6584,NLD,Dantumadiel
Spectrum Integration,Scenario 2 (100 Mbps),Dantumadiel,-10006.82208,NLD,Dantumadiel
Hybrid,Scenario 3 (300 Mbps),Dantumadiel,-33511.35888,NLD,Dantumadiel
Small Cells,Scenario 3 (300 Mbps),Dantumadiel,-33976.1952,NLD,Dantumadiel
Spectrum Integration,Scenario 3 (300 Mbps),Dantumadiel,-33511.35888,NLD,Dantumadiel
Hybrid,Scenario 1 (30 Mbps),De Bilt,37158.85933,NLD,De Bilt
Small Cells,Scenario 1 (30 Mbps),De Bilt,36007.02926,NLD,De Bilt
Spectrum Integration,Scenario 1 (30 Mbps),De Bilt,-4380.580812,NLD,De Bilt
Hybrid,Scenario 2 (100 Mbps),De Bilt,59236.03522,NLD,De Bilt
Small Cells,Scenario 2 (100 Mbps),De Bilt,58432.26269,NLD,De Bilt
Spectrum Integration,Scenario 2 (100 Mbps),De Bilt,-26054.78372,NLD,De Bilt
Hybrid,Scenario 3 (300 Mbps),De Bilt,39911.97819,NLD,De Bilt
Small Cells,Scenario 3 (300 Mbps),De Bilt,39513.50739,NLD,De Bilt
Spectrum Integration,Scenario 3 (300 Mbps),De Bilt,-88830.06452,NLD,De Bilt
Hybrid,Scenario 1 (30 Mbps),De Fryske Marren,-5075.9805,NLD,De Fryske Marren
Small Cells,Scenario 1 (30 Mbps),De Fryske Marren,-6680.2767,NLD,De Fryske Marren
Spectrum Integration,Scenario 1 (30 Mbps),De Fryske Marren,-5075.9805,NLD,De Fryske Marren
Hybrid,Scenario 2 (100 Mbps),De Fryske Marren,-30973.97724,NLD,De Fryske Marren
Small Cells,Scenario 2 (100 Mbps),De Fryske Marren,-32578.27344,NLD,De Fryske Marren
Spectrum Integration,Scenario 2 (100 Mbps),De Fryske Marren,-30973.97724,NLD,De Fryske Marren
Hybrid,Scenario 3 (300 Mbps),De Fryske Marren,-104968.2536,NLD,De Fryske Marren
Small Cells,Scenario 3 (300 Mbps),De Fryske Marren,-106572.5498,NLD,De Fryske Marren
Spectrum Integration,Scenario 3 (300 Mbps),De Fryske Marren,-104968.2536,NLD,De Fryske Marren
Hybrid,Scenario 1 (30 Mbps),"De Fryske Marren,Heerenveen",-2.48556,NLD,"De Fryske Marren,Heerenveen"
Small Cells,Scenario 1 (30 Mbps),"De Fryske Marren,Heerenveen",-6.37308,NLD,"De Fryske Marren,Heerenveen"
Spectrum Integration,Scenario 1 (30 Mbps),"De Fryske Marren,Heerenveen",-2.48556,NLD,"De Fryske Marren,Heerenveen"
Hybrid,Scenario 2 (100 Mbps),"De Fryske Marren,Heerenveen",-42.34608,NLD,"De Fryske Marren,Heerenveen"
Small Cells,Scenario 2 (100 Mbps),"De Fryske Marren,Heerenveen",-46.2336,NLD,"De Fryske Marren,Heerenveen"
Spectrum Integration,Scenario 2 (100 Mbps),"De Fryske Marren,Heerenveen",-42.34608,NLD,"De Fryske Marren,Heerenveen"
Hybrid,Scenario 3 (300 Mbps),"De Fryske Marren,Heerenveen",-156.23328,NLD,"De Fryske Marren,Heerenveen"
Small Cells,Scenario 3 (300 Mbps),"De Fryske Marren,Heerenveen",-160.1208,NLD,"De Fryske Marren,Heerenveen"
Spectrum Integration,Scenario 3 (300 Mbps),"De Fryske Marren,Heerenveen",-156.23328,NLD,"De Fryske Marren,Heerenveen"
Hybrid,Scenario 1 (30 Mbps),De Marne,-810.35436,NLD,De Marne
Small Cells,Scenario 1 (30 Mbps),De Marne,-1311.98328,NLD,De Marne
Spectrum Integration,Scenario 1 (30 Mbps),De Marne,-810.35436,NLD,De Marne
Hybrid,Scenario 2 (100 Mbps),De Marne,-7096.25118,NLD,De Marne
Small Cells,Scenario 2 (100 Mbps),De Marne,-7597.8801,NLD,De Marne
Spectrum Integration,Scenario 2 (100 Mbps),De Marne,-7096.25118,NLD,De Marne
Hybrid,Scenario 3 (300 Mbps),De Marne,-25055.95638,NLD,De Marne
Small Cells,Scenario 3 (300 Mbps),De Marne,-25557.5853,NLD,De Marne
Spectrum Integration,Scenario 3 (300 Mbps),De Marne,-25055.95638,NLD,De Marne
Hybrid,Scenario 1 (30 Mbps),De Ronde Venen,101839.4834,NLD,De Ronde Venen
Small Cells,Scenario 1 (30 Mbps),De Ronde Venen,100823.284,NLD,De Ronde Venen
Spectrum Integration,Scenario 1 (30 Mbps),De Ronde Venen,-4038.342477,NLD,De Ronde Venen
Hybrid,Scenario 2 (100 Mbps),De Ronde Venen,115449.2703,NLD,De Ronde Venen
Small Cells,Scenario 2 (100 Mbps),De Ronde Venen,114286.7317,NLD,De Ronde Venen
Spectrum Integration,Scenario 2 (100 Mbps),De Ronde Venen,-23435.28315,NLD,De Ronde Venen
Hybrid,Scenario 3 (300 Mbps),De Ronde Venen,79611.79912,NLD,De Ronde Venen
Small Cells,Scenario 3 (300 Mbps),De Ronde Venen,78893.27089,NLD,De Ronde Venen
Spectrum Integration,Scenario 3 (300 Mbps),De Ronde Venen,-79523.56875,NLD,De Ronde Venen
Hybrid,Scenario 1 (30 Mbps),De Wolden,-705.91131,NLD,De Wolden
Small Cells,Scenario 1 (30 Mbps),De Wolden,-1385.04717,NLD,De Wolden
Spectrum Integration,Scenario 1 (30 Mbps),De Wolden,-705.91131,NLD,De Wolden
Hybrid,Scenario 2 (100 Mbps),De Wolden,-8303.35179,NLD,De Wolden
Small Cells,Scenario 2 (100 Mbps),De Wolden,-8982.48765,NLD,De Wolden
Spectrum Integration,Scenario 2 (100 Mbps),De Wolden,-8303.35179,NLD,De Wolden
Hybrid,Scenario 3 (300 Mbps),De Wolden,-30010.32459,NLD,De Wolden
Small Cells,Scenario 3 (300 Mbps),De Wolden,-30689.46045,NLD,De Wolden
Spectrum Integration,Scenario 3 (300 Mbps),De Wolden,-30010.32459,NLD,De Wolden
Hybrid,Scenario 1 (30 Mbps),Delft,9560.230567,NLD,Delft
Small Cells,Scenario 1 (30 Mbps),Delft,7972.598293,NLD,Delft
Spectrum Integration,Scenario 1 (30 Mbps),Delft,-10254.55985,NLD,Delft
Hybrid,Scenario 2 (100 Mbps),Delft,8923.631101,NLD,Delft
Small Cells,Scenario 2 (100 Mbps),Delft,8826.859621,NLD,Delft
Spectrum Integration,Scenario 2 (100 Mbps),Delft,-56909.76972,NLD,Delft
Hybrid,Scenario 3 (300 Mbps),Delft,7192.949784,NLD,Delft
Small Cells,Scenario 3 (300 Mbps),Delft,7134.886896,NLD,Delft
Spectrum Integration,Scenario 3 (300 Mbps),Delft,-190376.2633,NLD,Delft
Hybrid,Scenario 1 (30 Mbps),Delfzijl,-1823.63568,NLD,Delfzijl
Small Cells,Scenario 1 (30 Mbps),Delfzijl,-2344.56336,NLD,Delfzijl
Spectrum Integration,Scenario 1 (30 Mbps),Delfzijl,-1823.63568,NLD,Delfzijl
Hybrid,Scenario 2 (100 Mbps),Delfzijl,-10642.94352,NLD,Delfzijl
Small Cells,Scenario 2 (100 Mbps),Delfzijl,-11163.8712,NLD,Delfzijl
Spectrum Integration,Scenario 2 (100 Mbps),Delfzijl,-10642.94352,NLD,Delfzijl
Hybrid,Scenario 3 (300 Mbps),Delfzijl,-35840.96592,NLD,Delfzijl
Small Cells,Scenario 3 (300 Mbps),Delfzijl,-36361.8936,NLD,Delfzijl
Spectrum Integration,Scenario 3 (300 Mbps),Delfzijl,-35840.96592,NLD,Delfzijl
Hybrid,Scenario 1 (30 Mbps),"Delfzijl,Eemsmond",-14.73582,NLD,"Delfzijl,Eemsmond"
Small Cells,Scenario 1 (30 Mbps),"Delfzijl,Eemsmond",-37.78326,NLD,"Delfzijl,Eemsmond"
Spectrum Integration,Scenario 1 (30 Mbps),"Delfzijl,Eemsmond",-14.73582,NLD,"Delfzijl,Eemsmond"
Hybrid,Scenario 2 (100 Mbps),"Delfzijl,Eemsmond",-251.05176,NLD,"Delfzijl,Eemsmond"
Small Cells,Scenario 2 (100 Mbps),"Delfzijl,Eemsmond",-274.0992,NLD,"Delfzijl,Eemsmond"
Spectrum Integration,Scenario 2 (100 Mbps),"Delfzijl,Eemsmond",-251.05176,NLD,"Delfzijl,Eemsmond"
Hybrid,Scenario 3 (300 Mbps),"Delfzijl,Eemsmond",-926.24016,NLD,"Delfzijl,Eemsmond"
Small Cells,Scenario 3 (300 Mbps),"Delfzijl,Eemsmond",-949.2876,NLD,"Delfzijl,Eemsmond"
Spectrum Integration,Scenario 3 (300 Mbps),"Delfzijl,Eemsmond",-926.24016,NLD,"Delfzijl,Eemsmond"
Hybrid,Scenario 1 (30 Mbps),Den Helder,-6115.65051,NLD,Den Helder
Small Cells,Scenario 1 (30 Mbps),Den Helder,-7171.00869,NLD,Den Helder
Spectrum Integration,Scenario 1 (30 Mbps),Den Helder,-6115.65051,NLD,Den Helder
Hybrid,Scenario 2 (100 Mbps),Den Helder,-29603.06607,NLD,Den Helder
Small Cells,Scenario 2 (100 Mbps),Den Helder,-30658.42425,NLD,Den Helder
Spectrum Integration,Scenario 2 (100 Mbps),Den Helder,-29603.06607,NLD,Den Helder
Hybrid,Scenario 3 (300 Mbps),Den Helder,-96709.96767,NLD,Den Helder
Small Cells,Scenario 3 (300 Mbps),Den Helder,-97765.32585,NLD,Den Helder
Spectrum Integration,Scenario 3 (300 Mbps),Den Helder,-96709.96767,NLD,Den Helder
Hybrid,Scenario 1 (30 Mbps),Deurne,42397.11684,NLD,Deurne
Small Cells,Scenario 1 (30 Mbps),Deurne,41655.75926,NLD,Deurne
Spectrum Integration,Scenario 1 (30 Mbps),Deurne,-2007.112275,NLD,Deurne
Hybrid,Scenario 2 (100 Mbps),Deurne,103780.3833,NLD,Deurne
Small Cells,Scenario 2 (100 Mbps),Deurne,102966.2221,NLD,Deurne
Spectrum Integration,Scenario 2 (100 Mbps),Deurne,-15829.34511,NLD,Deurne
Hybrid,Scenario 3 (300 Mbps),Deurne,82837.65214,NLD,Deurne
Small Cells,Scenario 3 (300 Mbps),Deurne,82023.49091,NLD,Deurne
Spectrum Integration,Scenario 3 (300 Mbps),Deurne,-56826.68271,NLD,Deurne
Hybrid,Scenario 1 (30 Mbps),"Deurne,Helmond",115.57296,NLD,"Deurne,Helmond"
Small Cells,Scenario 1 (30 Mbps),"Deurne,Helmond",115.57296,NLD,"Deurne,Helmond"
Spectrum Integration,Scenario 1 (30 Mbps),"Deurne,Helmond",115.57296,NLD,"Deurne,Helmond"
Hybrid,Scenario 2 (100 Mbps),"Deurne,Helmond",21750.14683,NLD,"Deurne,Helmond"
Small Cells,Scenario 2 (100 Mbps),"Deurne,Helmond",21591.32776,NLD,"Deurne,Helmond"
Spectrum Integration,Scenario 2 (100 Mbps),"Deurne,Helmond",-451.967724,NLD,"Deurne,Helmond"
Hybrid,Scenario 3 (300 Mbps),"Deurne,Helmond",19674.83323,NLD,"Deurne,Helmond"
Small Cells,Scenario 3 (300 Mbps),"Deurne,Helmond",19516.01416,NLD,"Deurne,Helmond"
Spectrum Integration,Scenario 3 (300 Mbps),"Deurne,Helmond",-2527.281324,NLD,"Deurne,Helmond"
Hybrid,Scenario 1 (30 Mbps),Deventer,98789.41904,NLD,Deventer
Small Cells,Scenario 1 (30 Mbps),Deventer,96515.07176,NLD,Deventer
Spectrum Integration,Scenario 1 (30 Mbps),Deventer,-8282.068908,NLD,Deventer
Hybrid,Scenario 2 (100 Mbps),Deventer,126121.3138,NLD,Deventer
Small Cells,Scenario 2 (100 Mbps),Deventer,125142.2141,NLD,Deventer
Spectrum Integration,Scenario 2 (100 Mbps),Deventer,-51126.77023,NLD,Deventer
Hybrid,Scenario 3 (300 Mbps),Deventer,96839.25552,NLD,Deventer
Small Cells,Scenario 3 (300 Mbps),Deventer,95983.11255,NLD,Deventer
Spectrum Integration,Scenario 3 (300 Mbps),Deventer,-174628.2718,NLD,Deventer
Hybrid,Scenario 1 (30 Mbps),Diemen,11097.54838,NLD,Diemen
Small Cells,Scenario 1 (30 Mbps),Diemen,10438.65206,NLD,Diemen
Spectrum Integration,Scenario 1 (30 Mbps),Diemen,-2271.466836,NLD,Diemen
Hybrid,Scenario 2 (100 Mbps),Diemen,2687.196016,NLD,Diemen
Small Cells,Scenario 2 (100 Mbps),Diemen,2580.178144,NLD,Diemen
Spectrum Integration,Scenario 2 (100 Mbps),Diemen,-13220.3326,NLD,Diemen
Hybrid,Scenario 3 (300 Mbps),Diemen,5.36e-12,NLD,Diemen
Small Cells,Scenario 3 (300 Mbps),Diemen,0.0,NLD,Diemen
Spectrum Integration,Scenario 3 (300 Mbps),Diemen,-44502.8062,NLD,Diemen
Hybrid,Scenario 1 (30 Mbps),Dinkelland,39260.9461,NLD,Dinkelland
Small Cells,Scenario 1 (30 Mbps),Dinkelland,38962.80456,NLD,Dinkelland
Spectrum Integration,Scenario 1 (30 Mbps),Dinkelland,-249.268515,NLD,Dinkelland
Hybrid,Scenario 2 (100 Mbps),Dinkelland,199681.7328,NLD,Dinkelland
Small Cells,Scenario 2 (100 Mbps),Dinkelland,198167.6861,NLD,Dinkelland
Spectrum Integration,Scenario 2 (100 Mbps),Dinkelland,-9805.960971,NLD,Dinkelland
Hybrid,Scenario 3 (300 Mbps),Dinkelland,172263.0111,NLD,Dinkelland
Small Cells,Scenario 3 (300 Mbps),Dinkelland,170840.0434,NLD,Dinkelland
Spectrum Integration,Scenario 3 (300 Mbps),Dinkelland,-40584.81137,NLD,Dinkelland
Hybrid,Scenario 1 (30 Mbps),Doesburg,4804.208355,NLD,Doesburg
Small Cells,Scenario 1 (30 Mbps),Doesburg,4507.193271,NLD,Doesburg
Spectrum Integration,Scenario 1 (30 Mbps),Doesburg,-925.369596,NLD,Doesburg
Hybrid,Scenario 2 (100 Mbps),Doesburg,8926.218608,NLD,Doesburg
Small Cells,Scenario 2 (100 Mbps),Doesburg,8833.147214,NLD,Doesburg
Spectrum Integration,Scenario 2 (100 Mbps),Doesburg,-5940.787842,NLD,Doesburg
Hybrid,Scenario 3 (300 Mbps),Doesburg,7298.728458,NLD,Doesburg
Small Cells,Scenario 3 (300 Mbps),Doesburg,7239.811704,NLD,Doesburg
Spectrum Integration,Scenario 3 (300 Mbps),Doesburg,-20438.88784,NLD,Doesburg
Hybrid,Scenario 1 (30 Mbps),Doetinchem,63719.20135,NLD,Doetinchem
Small Cells,Scenario 1 (30 Mbps),Doetinchem,62402.04538,NLD,Doetinchem
Spectrum Integration,Scenario 1 (30 Mbps),Doetinchem,-4677.63543,NLD,Doetinchem
Hybrid,Scenario 2 (100 Mbps),Doetinchem,71551.3677,NLD,Doetinchem
Small Cells,Scenario 2 (100 Mbps),Doetinchem,70754.14148,NLD,Doetinchem
Spectrum Integration,Scenario 2 (100 Mbps),Doetinchem,-27978.37635,NLD,Doetinchem
Hybrid,Scenario 3 (300 Mbps),Doetinchem,47245.73225,NLD,Doetinchem
Small Cells,Scenario 3 (300 Mbps),Doetinchem,46742.23594,NLD,Doetinchem
Spectrum Integration,Scenario 3 (300 Mbps),Doetinchem,-95137.42995,NLD,Doetinchem
Hybrid,Scenario 1 (30 Mbps),"Doetinchem,Montferland",22.36896,NLD,"Doetinchem,Montferland"
Small Cells,Scenario 1 (30 Mbps),"Doetinchem,Montferland",22.36896,NLD,"Doetinchem,Montferland"
Spectrum Integration,Scenario 1 (30 Mbps),"Doetinchem,Montferland",22.36896,NLD,"Doetinchem,Montferland"
Hybrid,Scenario 2 (100 Mbps),"Doetinchem,Montferland",4209.705839,NLD,"Doetinchem,Montferland"
Small Cells,Scenario 2 (100 Mbps),"Doetinchem,Montferland",4178.966663,NLD,"Doetinchem,Montferland"
Spectrum Integration,Scenario 2 (100 Mbps),"Doetinchem,Montferland",-87.477624,NLD,"Doetinchem,Montferland"
Hybrid,Scenario 3 (300 Mbps),"Doetinchem,Montferland",3808.032239,NLD,"Doetinchem,Montferland"
Small Cells,Scenario 3 (300 Mbps),"Doetinchem,Montferland",3777.293063,NLD,"Doetinchem,Montferland"
Spectrum Integration,Scenario 3 (300 Mbps),"Doetinchem,Montferland",-489.151224,NLD,"Doetinchem,Montferland"
Hybrid,Scenario 1 (30 Mbps),Dongen,15002.98382,NLD,Dongen
Small Cells,Scenario 1 (30 Mbps),Dongen,14396.4066,NLD,Dongen
Spectrum Integration,Scenario 1 (30 Mbps),Dongen,-1947.017616,NLD,Dongen
Hybrid,Scenario 2 (100 Mbps),Dongen,25275.73507,NLD,Dongen
Small Cells,Scenario 2 (100 Mbps),Dongen,25010.46737,NLD,Dongen
Spectrum Integration,Scenario 2 (100 Mbps),Dongen,-12411.33262,NLD,Dongen
Hybrid,Scenario 3 (300 Mbps),Dongen,18701.56519,NLD,Dongen
Small Cells,Scenario 3 (300 Mbps),Dongen,18506.88374,NLD,Dongen
Spectrum Integration,Scenario 3 (300 Mbps),Dongen,-42699.71422,NLD,Dongen
Hybrid,Scenario 1 (30 Mbps),Dongeradeel,-1872.75147,NLD,Dongeradeel
Small Cells,Scenario 1 (30 Mbps),Dongeradeel,-2564.17053,NLD,Dongeradeel
Spectrum Integration,Scenario 1 (30 Mbps),Dongeradeel,-1872.75147,NLD,Dongeradeel
Hybrid,Scenario 2 (100 Mbps),Dongeradeel,-12295.70919,NLD,Dongeradeel
Small Cells,Scenario 2 (100 Mbps),Dongeradeel,-12987.12825,NLD,Dongeradeel
Spectrum Integration,Scenario 2 (100 Mbps),Dongeradeel,-12295.70919,NLD,Dongeradeel
Hybrid,Scenario 3 (300 Mbps),Dongeradeel,-42075.58839,NLD,Dongeradeel
